   2-th order dMPn correlation energy, -0.5423518236538977E+01
   3-th order dMPn correlation energy,  0.2002456145213585E+01
   4-th order dMPn correlation energy, -0.1301527875824267E+01
   5-th order dMPn correlation energy,  0.1082621421247245E+01
   6-th order dMPn correlation energy, -0.1026961497075042E+01
   7-th order dMPn correlation energy,  0.1058388436900824E+01
   8-th order dMPn correlation energy, -0.1156966542855226E+01
   9-th order dMPn correlation energy,  0.1323102435708538E+01
  10-th order dMPn correlation energy, -0.1568863765680854E+01
  11-th order dMPn correlation energy,  0.1916643836033064E+01
  12-th order dMPn correlation energy, -0.2400888094678495E+01
  13-th order dMPn correlation energy,  0.3071995438896274E+01
  14-th order dMPn correlation energy, -0.4002577837113161E+01
  15-th order dMPn correlation energy,  0.5296834006916987E+01
  16-th order dMPn correlation energy, -0.7104330312595010E+01
  17-th order dMPn correlation energy,  0.9640169089303948E+01
  18-th order dMPn correlation energy, -0.1321450029930888E+02
  19-th order dMPn correlation energy,  0.1827576230247275E+02
  20-th order dMPn correlation energy, -0.2547415455273120E+02
