   2-th order dMPn correlation energy, -0.2863532612189517E+01
   3-th order dMPn correlation energy,  0.9981924638483259E+00
   4-th order dMPn correlation energy, -0.6183478794392661E+00
   5-th order dMPn correlation energy,  0.4921451741526502E+00
   6-th order dMPn correlation energy, -0.4458563922386123E+00
   7-th order dMPn correlation energy,  0.4368400979059123E+00
   8-th order dMPn correlation energy, -0.4515322880703490E+00
   9-th order dMPn correlation energy,  0.4856668083449970E+00
  10-th order dMPn correlation energy, -0.5390234815790252E+00
  11-th order dMPn correlation energy,  0.6138129616296816E+00
  12-th order dMPn correlation energy, -0.7142530979372900E+00
  13-th order dMPn correlation energy,  0.8466623658742762E+00
  14-th order dMPn correlation energy, -0.1019872078517869E+01
  15-th order dMPn correlation energy,  0.1245919797130969E+01
  16-th order dMPn correlation energy, -0.1541058711368085E+01
  17-th order dMPn correlation energy,  0.1927166019048306E+01
  18-th order dMPn correlation energy, -0.2433680045125153E+01
  19-th order dMPn correlation energy,  0.3100251913486239E+01
  20-th order dMPn correlation energy, -0.3980371185742874E+01
