   2-th order dMPn correlation energy, -0.1714832740414231E+02
   3-th order dMPn correlation energy,  0.6736845937193396E+01
   4-th order dMPn correlation energy, -0.4802317833096330E+01
   5-th order dMPn correlation energy,  0.4465938933228732E+01
   6-th order dMPn correlation energy, -0.4810262604678261E+01
   7-th order dMPn correlation energy,  0.5705717538315434E+01
   8-th order dMPn correlation energy, -0.7262234589742194E+01
   9-th order dMPn correlation energy,  0.9763157812424456E+01
  10-th order dMPn correlation energy, -0.1371372258381918E+02
  11-th order dMPn correlation energy,  0.1996508508576777E+02
  12-th order dMPn correlation energy, -0.2993908900243514E+02
  13-th order dMPn correlation energy,  0.4601788701985638E+02
  14-th order dMPn correlation energy, -0.7221586821488613E+02
  15-th order dMPn correlation energy,  0.1153412967966922E+03
  16-th order dMPn correlation energy, -0.1870126235930833E+03
  17-th order dMPn correlation energy,  0.3071729150026906E+03
  18-th order dMPn correlation energy, -0.5102400761768714E+03
  19-th order dMPn correlation energy,  0.8559102874628691E+03
  20-th order dMPn correlation energy, -0.1448202147144612E+04
