   2-th order dMPn correlation energy, -0.1424432238705182E+01
   3-th order dMPn correlation energy,  0.4930486982026765E+00
   4-th order dMPn correlation energy, -0.3029573257226053E+00
   5-th order dMPn correlation energy,  0.2390710327712834E+00
   6-th order dMPn correlation energy, -0.2145843389879625E+00
   7-th order dMPn correlation energy,  0.2080799006339106E+00
   8-th order dMPn correlation energy, -0.2125845381639342E+00
   9-th order dMPn correlation energy,  0.2256747203587938E+00
  10-th order dMPn correlation energy, -0.2468235128986244E+00
  11-th order dMPn correlation energy,  0.2765484336316266E+00
  12-th order dMPn correlation energy, -0.3161345757357803E+00
  13-th order dMPn correlation energy,  0.3675889799506101E+00
  14-th order dMPn correlation energy, -0.4337167639919467E+00
  15-th order dMPn correlation energy,  0.5182853807666473E+00
  16-th order dMPn correlation energy, -0.6262734261098986E+00
  17-th order dMPn correlation energy,  0.7642160092286041E+00
  18-th order dMPn correlation energy, -0.9406700918733119E+00
  19-th order dMPn correlation energy,  0.1166834444884668E+01
  20-th order dMPn correlation energy, -0.1457372072733125E+01
